Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Testcode,Chrome 68.0.3440.106,,2018-09-10 15:41:52,2018-09-10 15:42:12,20.566s,FAILED
,,,,,,
Test Cases/Commission Login,Chrome 68.0.3440.106,,2018-09-10 15:41:52,2018-09-10 15:42:07,14.540s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-10 15:41:52,2018-09-10 15:41:52,0.022s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-10 15:41:53,2018-09-10 15:41:56,3.805s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-10 15:41:56,2018-09-10 15:41:58,1.488s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-10 15:41:58,2018-09-10 15:41:59,1.172s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-10 15:41:59,2018-09-10 15:42:00,0.595s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-10 15:42:00,2018-09-10 15:42:00,0.374s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 15:42:00,2018-09-10 15:42:00,0.164s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 15:42:00,2018-09-10 15:42:01,1.225s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 15:42:01,2018-09-10 15:42:02,0.387s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 15:42:02,2018-09-10 15:42:07,4.974s,PASSED
,,,,,,
Test Cases/Earning Codes exist in the system,Chrome 68.0.3440.106,,2018-09-10 15:42:07,2018-09-10 15:42:11,4.446s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-10 15:42:07,2018-09-10 15:42:07,0.004s,PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-10 15:42:07,2018-09-10 15:42:11,3.975s,FAILED
