Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Testcode,Chrome 68.0.3440.106,,2018-09-11 16:16:37,2018-09-11 16:16:58,20.073s,FAILED
,,,,,,
Test Cases/Commission Login,Chrome 68.0.3440.106,,2018-09-11 16:16:38,2018-09-11 16:16:53,14.588s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-11 16:16:38,2018-09-11 16:16:38,0.024s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-11 16:16:38,2018-09-11 16:16:42,3.732s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-11 16:16:42,2018-09-11 16:16:43,1.431s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-11 16:16:43,2018-09-11 16:16:45,1.186s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 16:16:45,2018-09-11 16:16:45,0.391s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 16:16:45,2018-09-11 16:16:45,0.305s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 16:16:45,2018-09-11 16:16:46,0.186s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 16:16:46,2018-09-11 16:16:47,1.217s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 16:16:47,2018-09-11 16:16:47,0.382s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 16:16:47,2018-09-11 16:16:53,5.398s,PASSED
,,,,,,
Test Cases/Earning Codes exist in the system,Chrome 68.0.3440.106,,2018-09-11 16:16:53,2018-09-11 16:16:57,4.035s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-11 16:16:53,2018-09-11 16:16:53,0.004s,PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-11 16:16:53,2018-09-11 16:16:53,0.004s,NOT_RUN
callTestCase,Chrome 68.0.3440.106,,2018-09-11 16:16:53,2018-09-11 16:16:57,3.686s,FAILED
